target,knn,regresi_linier
22.390972657504488,21.969208186449247,22.491309590391115
22.05826690367876,21.62784033967493,21.838915013028277
20.45538639179081,20.31305818427662,20.45051405787632
21.31105250184853,21.394825934447653,20.979774029899158
22.08424239008201,22.082794600968246,22.17622209122463
21.655429917976857,21.603925287683342,21.221982184353454
19.568083196789907,19.670356381585727,19.906922852002047
21.10852823773705,21.509687941614587,21.27756276264013
20.905587393740365,20.881170868098692,20.76558770043398
21.31105250184853,21.171299018368096,21.02065307888611
21.78797657393884,21.65034877687813,21.581521627266547
21.059738073567623,20.98869940671547,20.644502046807027
19.92475814072864,19.84386519542431,19.983141300700666
21.33845147603665,21.504636021191075,21.029164826091325
22.158350362235733,21.865997001281347,21.602679507631862
22.50665705650395,21.737370596080158,21.804268410797402
21.41641301750636,21.50158375813426,22.03278470981368
20.985630101413904,20.51638485138482,20.640260539585533
22.50665705650395,22.22583092842091,22.40515362763485
20.671972542558866,20.952364603848228,21.09644350025977
20.72126383427574,20.872919265311893,20.791719635166324
21.2240411248589,21.24908697458163,21.177739822358358
21.35984266601796,21.466201830025213,21.05579650858687
21.11530792472244,21.090960563348247,20.780879225822442
21.40636268165285,21.083188715310243,20.96907684530785
20.26123037734985,20.37511955881852,20.434686684648224
22.291881754860256,21.874866330840725,22.36686096294997
21.46520318167579,21.373743817180173,21.21306019426886
22.50665705650395,21.890044123975485,22.53257142542414
20.70306312962889,21.03749613376331,21.181099262832976
20.209101311914907,19.80910624504282,19.99189989331574
21.716517609956693,21.262982817708927,21.214581741916597
20.401682212818947,20.50399619439924,20.405564097368153
19.568083196789907,19.590102191474504,19.828718261734092
22.0765203439881,21.64784004930298,21.311608959491195
21.80507100729814,21.58446203875976,22.108425863239745
22.50665705650395,22.048540282634114,22.47590647690209
19.92475814072864,19.652282160840038,19.869896484231756
21.31105250184853,21.818150861608718,21.780849438567504
21.36511972311881,21.3750482746404,21.236783712789574
20.905587393740365,20.97898883360732,20.666864898586237
21.59873457430032,21.55963925341608,21.19302112466795
22.50665705650395,22.220850018736495,22.633710610516093
22.227343233722685,22.20316375039495,22.139387788828838
20.615680626266474,20.379179455950492,20.385437674035277
21.12873094505457,21.18815597445911,21.20189136935877
21.55617495988152,21.342674527816868,21.177868584648323
21.85466794843752,21.885977149955945,21.845470068015658
20.560746907448635,22.206656809455204,22.326041139294382
21.12873094505457,21.131557302337836,20.881092281777974
21.41641301750636,21.357511571508443,21.33238141712641
20.94640938826062,21.30914309091361,21.089737042509817
22.50665705650395,22.255091756425415,22.389000362802726
20.617905321288585,20.825690365586848,20.94616665540711
20.45538639179081,20.330804937027924,20.457056580393694
20.589734444321888,20.651553401299648,20.691906499361714
20.069339369539748,19.96585869241157,20.089766787452476
21.51172319731068,21.526872713433914,21.737503795149166
20.125428836190792,20.622833405694543,20.485220593503932
20.069339369539748,20.31042257437734,20.116631812234797
19.568083196789907,20.450923789302895,20.225453516368628
20.818576016750736,20.391881474360627,20.479333038221693
20.363729660726648,20.03187960360057,20.242528209119982
22.50665705650395,22.090678959371264,22.17867737898678
21.12873094505457,21.566615954004337,21.35005617038309
21.193269466192145,21.38702613939176,21.395517908333346
21.391095209522067,21.529202269941877,21.407537295860486
20.818576016750736,20.31219030946139,20.726257562386753
20.560746907448635,20.05460754551166,20.13739259322739
19.60547072886153,19.817670272873396,19.910830530016753
21.41641301750636,21.780272786823573,21.45687594715739
21.059738073567623,21.536864789531336,21.408300625643975
19.568083196789907,22.323775409294303,22.576456797389827
20.683484966934568,20.96584208395627,20.729185049723892
20.94640938826062,21.362402419895293,21.304639404881385
20.905587393740365,20.65122991566196,20.599810461512032
20.560746907448635,20.840652549291285,20.79222024483447
22.33270374938051,21.362599662038548,21.77501549262592
20.818576016750736,21.15393031202513,21.077673709581408
21.391095209522067,21.572053105778732,21.45010658080381
20.518698671205136,20.15225892946337,20.186756646616644
20.17853866150474,20.37118995598348,20.369035586646866
20.468373587317625,20.44598258256949,20.633717110472965
21.41641301750636,21.17827249597804,21.306938994657862
20.818576016750736,21.06947297568428,20.967620329402475
19.95107544904601,21.00813586683703,20.858955444347124
20.13447867171071,20.38965137505273,20.195939096400593
21.282881624881835,21.61841360855862,21.678035786035096
20.35075182897793,20.440229379855836,20.60280759832987
21.265590127771773,20.624264565840463,20.508379336028003
21.41641301750636,21.654107506524706,21.755095126917094
20.169880598761623,20.604541666496498,20.642366029828608
20.71321550109291,20.745131004356104,20.844212792747705
19.568083196789907,19.9988025079613,20.161508575667902
21.52526742241844,21.609246803743584,21.750696370537078
20.5001222856322,20.283748773572547,20.37066158632271
20.63988422800736,20.876714692478064,20.933568463447255
20.21244021318042,20.987428588783814,20.807392582436144
20.985630101413904,21.122594332042205,21.04466498544002
21.57768116510248,21.378567540431447,21.27768299521158
21.55617495988152,21.209687246295502,21.398209751963808
20.36659089300768,20.43039050519655,20.772292414316983
20.44355193414381,20.317867485380457,20.22675536777536
21.709082631469176,21.093899467309107,20.93765427612073
20.880269585756075,20.674165793203162,20.6854958694571
20.589734444321888,21.252457836269773,20.88172637481274
21.299879201250405,21.295856097752313,21.001967199068464
19.95754796355163,20.386046559876874,20.311175739873104
21.31105250184853,21.36739823010963,21.02502269049011
21.82187812561452,21.87839858889516,21.834411415037103
19.67344371244773,19.963131590916262,20.013134253457345
22.390972657504488,21.859859837798226,21.871664239102216
19.67344371244773,19.881433697832357,19.88198988607112
21.82187812561452,21.448201402271884,21.43917734564157
20.352202155555577,20.36865189879343,20.214071754106836
20.29248292085396,20.09818072312313,20.12280206559376
22.371924462533794,22.27401714463349,22.59899358477716
21.54744127991276,21.342674527816868,21.177868584648323
21.12873094505457,21.28465200908121,21.06104704586961
20.43558376449463,20.362410809659398,20.47163020718716
19.568083196789907,19.590102191474504,19.828718261734092
20.905587393740365,21.662746723218216,21.45588811203545
20.16114691879287,20.076927844893206,20.05230714924805
21.1419761718046,20.759721705528158,20.82916268773349
21.51172319731068,21.313821899766157,21.04850015624424
20.61456642002307,20.574034598330158,20.64588629763417
20.692806629461703,20.836225699849635,20.808164736240826
22.18188085964593,22.023472627274565,21.605718286964464
20.560746907448635,20.429495842928617,20.497176636779365
21.716517609956693,21.6027374771369,21.24914810959516
19.67344371244773,19.57492296267873,19.804787278008078
20.45538639179081,20.503224895200418,20.563163821056676
20.33022324883681,20.426412139995595,20.664495869812104
20.33022324883681,20.196856035189043,20.19664125522011
19.78677239775473,19.87951268868258,19.852953215376772
21.299879201250405,21.25459152407448,21.07873494108416
21.12873094505457,21.49076561406309,21.367758610643406
20.671972542558866,20.622833405694543,20.49992860495363
21.12873094505457,20.42997538087995,20.610039701856852
20.671972542558866,20.988897390868868,20.562016305137973
20.315297598620127,20.80308350923308,20.667313283732323
21.35453761378827,20.97756238965947,20.76226636779186
22.50665705650395,22.23544543277653,22.349375286934105
21.639556568820566,22.196310418143973,21.801045986198762
21.51172319731068,21.477965202081272,21.12632506419628
20.487543503425343,20.667587501200206,20.302657855958564
21.639556568820566,21.798269117118174,21.98314083616147
21.391095209522067,21.64016249744134,21.73473430650068
21.57768116510248,21.192973817534707,21.21755075040057
21.59455920288983,20.858695556125816,20.616341135560827
20.33022324883681,20.00161428200139,20.08141677559976
20.14166003111937,20.014258717281805,20.031562218339527
21.639556568820566,21.493403124816183,21.57015858251352
20.41538105717711,20.40390645476946,20.4836699234731
21.299879201250405,21.426256924575853,21.42925733655698
20.612334276239128,20.449688457476842,20.39817094451469
20.468373587317625,20.7848376984601,20.745029059204683
21.02337042939675,21.11348481329792,21.122179403568992
20.905587393740365,20.91185682004115,20.71201150547576
20.53089394429896,20.73459329599754,20.793900696456383
20.030118656386467,20.121190464360836,20.15772520036571
20.125428836190792,20.323571118333543,20.14783060284442
20.818576016750736,21.248502998601165,21.029807827773475
20.60673202069046,20.321377774513415,20.15311272693948
20.671972542558866,21.278637639262257,21.24833824823475
20.43558376449463,20.50038999654364,20.48158768767778
21.59873457430032,21.202846075517122,20.924033404277704
20.17853866150474,20.486690199089487,20.61120700939766
21.305481456799075,21.950101204589878,22.07718204648061
19.67344371244773,19.913384962198357,20.01293235529875
20.44882899124465,20.87952710138911,20.699407364884557
19.69324633974391,19.778350073927093,19.953243277401185
19.568083196789907,19.82247357161922,19.93148516100559
21.2479943658814,21.510214108129762,21.108659368252987
19.96824325266838,20.926729397773858,20.74307743451255
22.227343233722685,22.066219107799892,21.825936827188528
22.227343233722685,22.066779706963178,22.427870362469033
19.568083196789907,19.82247357161922,19.93148516100559
21.917188305418847,22.223707508301004,22.185300152172267
20.560746907448635,20.714265713811745,20.659184835651356
20.985630101413904,20.963734670367835,20.910321631067116
22.50665705650395,22.09327495364809,22.43586498797376
20.030118656386467,20.76237591716935,20.593347848556927
21.639556568820566,21.367661504058105,21.3743909042162
20.41538105717711,20.34079449601932,20.559136922630266
21.391095209522067,20.819595786014226,20.89664516030245
21.253894088008582,21.185667257018995,20.95759340908726
21.305481456799075,21.291187831701123,21.09004914715222
20.5001222856322,20.835512236869192,20.704765695594055
19.96824325266838,19.895845539361712,20.096853729779227
20.12360899947381,20.160625177337053,20.0470764243912
19.819397625070813,20.488515729513736,20.79063419494308
19.568083196789907,19.579789920751885,19.844468620432316
20.147012407857964,20.10099762634054,20.36279056070192
20.06741444113016,20.198691589120905,20.110072352721996
21.97602880544178,21.68546471533585,21.817570484403966
20.818576016750736,21.1889792548363,21.13128607938081
21.193269466192145,21.3583301942472,21.363632355086605
22.50665705650395,21.827316409450823,22.136653785778456
21.31105250184853,20.983635161610426,21.02479643593695
21.391095209522067,22.091040312679212,22.223625490995584
21.77058483122697,21.40385197226809,20.94284069123723
22.10705706784818,22.248810562318145,22.298172886177188
21.299879201250405,21.264996852448455,21.110740588580747
19.568083196789907,19.845769614379382,19.84886537302834
20.24845065070345,20.070712123331038,20.20138105666024
22.17018481988273,21.644191804682745,21.534183280388646
21.253894088008582,21.249642402959797,20.86764125047105
20.985630101413904,21.45471745675507,21.389016846431566
21.02337042939675,20.90523868150807,20.763203180405867
19.93360775600562,20.111921762791077,20.100101772017506
22.50665705650395,22.09327495364809,22.5601460293579
22.05826690367876,22.2542316916703,22.298484737229725
20.352202155555577,20.667587501200206,20.302657855958564
21.917188305418847,21.643515739481586,21.805604469054554
20.020068320532964,20.126389668019826,20.058961268983563
21.12204195690378,21.210684184831386,21.137221949841763
19.568083196789907,19.616642547611143,19.900825656525456
22.00419968240848,21.697505995434252,21.589807471508475
21.51172319731068,21.4887741237383,21.236784344640498
20.3449293962265,20.302099219036062,20.471420757410247
19.568083196789907,19.590102191474504,19.828718261734092
21.12873094505457,21.25421650429719,21.27725759315356
20.617905321288585,20.459913079166885,20.730749840473912
20.601098202972203,20.607729826813724,21.00799149773435
20.125428836190792,20.810631085888804,20.62666824178649
21.59873457430032,21.53091217983757,21.189546309711815
20.617905321288585,21.059749688994795,20.93823576085388
21.639556568820566,20.490583647751727,20.643258608916895
21.57768116510248,21.356581543700642,21.283991923863702
21.305481456799075,21.210684184831386,21.07740736418644
21.573416766316026,21.525666775828242,21.178529704415233
22.270828345662423,21.69435790596403,21.775553806820692
19.568083196789907,19.670356381585727,19.89652460568738
19.98929666186621,19.926091633352627,20.107910921338267
20.94640938826062,20.814119829231203,20.928999968518117
20.17853866150474,19.926274865828415,19.93289241256255
21.12873094505457,21.35907344266748,21.388153514349728
19.568083196789907,20.496953631281194,20.453627936649923
20.985630101413904,21.21206670862052,21.012728598739958
21.12873094505457,21.219161997083347,21.4171061147631
20.18712240519613,20.0496767053371,20.088434002385256
20.43558376449463,20.5766960596851,20.700716033135418
22.227343233722685,22.020099597545496,21.90640896169402
20.56309708479359,21.23165462175357,21.153061664183085
19.568083196789907,19.586629686640713,19.820976345249267
20.5001222856322,20.916852168317362,20.89603285062212
22.08424239008201,22.160312363638067,22.389341218247754
21.2240411248589,21.300236757472252,21.08153617813577
20.125428836190792,20.49410440193382,20.480370810933138
20.21244021318042,20.37597365748318,20.459933012696897
20.589734444321888,20.36851082603195,20.292861165738966
21.41140047568281,21.2513461724193,21.026132216138926
21.51172319731068,21.196866928403097,21.080009134299193
19.7943963228654,19.777488365732992,19.99339757807677
22.50665705650395,22.192337270265284,22.334276799613303
19.568083196789907,19.590102191474504,19.828718261734092
20.428894776343835,20.53888627028686,20.521100186500107
22.50665705650395,21.763394840747722,22.42219884955872
22.50665705650395,22.323775409294303,22.576456797389827
20.60673202069046,21.16108462645806,20.790901700066417
20.53089394429896,20.556574939772034,20.821435869917444
21.639556568820566,22.158584583081662,22.638529599455275
20.617905321288585,21.68935197767861,21.3266370666496
20.601098202972203,20.806238391591215,20.77565408973677
22.50665705650395,21.904192768300362,22.23497582989763
20.33022324883681,20.311561551617036,20.513937398996426
21.639556568820566,21.65373375405049,21.573728006716482
20.14344734169347,20.39153922512333,20.312657733962027
20.313792707440708,21.480356790662384,20.934551492223417
20.5001222856322,20.323614022673944,20.158654388527445
21.51172319731068,21.426127317688728,21.46929346193704
21.10852823773705,21.21299564345692,21.055961829252205
21.50716738077482,21.53698073594427,21.137455028460693
21.09482939337889,20.748323596313142,20.592137913363537
20.43558376449463,20.224603426933715,20.21589310730568
22.42801392918484,22.017934675669494,22.238790629780727
20.169880598761623,20.51764177648747,20.57320073726268
21.193269466192145,20.80281931840602,20.789940407165826
21.701591959740018,21.449283298278587,21.246405828474785
22.50665705650395,21.947669104794986,21.88480369257415
20.35075182897793,21.939925366701818,22.288472248512996
19.978825361998915,20.47901062324296,20.468258153444044
19.978825361998915,19.952956725530512,20.132852177120657
19.98929666186621,20.257219032885352,20.16620564409764
22.227343233722685,22.47562218730603,22.317080143141673
21.97602880544178,21.27880731414623,20.892046533984566
21.12873094505457,21.146319216688195,21.30683658021697
20.94640938826062,19.984651043363314,20.2161415868932
21.55617495988152,21.530165388941395,21.194031389877882
21.85466794843752,21.46044821283095,21.464395446856003
20.589734444321888,20.556862774377457,20.77160766635028
21.88641664675209,21.67107348026805,21.429165252391723
22.1095601980663,22.269068513073023,22.292244541047328
22.33270374938051,21.745465009030855,21.56223504780454
21.41140047568281,21.247079096579302,21.414369406241335
22.08424239008201,21.680135444410045,21.645922457647398
22.1095601980663,21.58632949635047,22.265435921722464
22.08424239008201,21.811718758024156,21.920339261799253
21.57768116510248,21.55444296863629,21.30901284165363
19.568083196789907,19.93013826780414,19.984277607004515
21.12873094505457,20.451891013204357,20.590314955588838
20.985630101413904,21.182147182043828,21.323718127076795
20.43558376449463,20.425770745353415,20.734371213027146
19.568083196789907,21.699658462002066,21.260596673275355
20.905587393740365,21.497720497560955,21.622600596730432
21.385953810021647,21.19471929216544,20.911261781838892
20.69794802896212,20.938050024826588,20.792635182406713
20.584003769612902,20.32460699185736,20.468106044046184
20.28476087476005,20.290247251520665,20.163461571854164
22.1095601980663,21.724536857130477,21.685152430724287
20.40855509210671,20.497658639146877,20.595547903209336
21.51172319731068,21.915963005001167,21.87669061720533
20.43558376449463,20.388933851360612,20.39754566280002
22.227343233722685,22.194037067744844,22.171974388170376
20.171618218660164,20.65751575855971,20.692653333343717
20.560746907448635,20.630878190355258,20.474468490626155
20.468373587317625,20.65751575855971,20.69581703859453
20.352202155555577,20.302099219036062,20.458539115159635
20.125428836190792,20.157753564606313,20.16980192614553
19.87929576665188,19.91741515453271,19.869475305274708
20.35075182897793,20.510031243258645,20.58709256625127
21.305481456799075,21.751509411799887,21.71965944683577
19.568083196789907,19.63988315357243,19.92350178205274
20.36659089300768,20.51991583232891,20.669459168690874
20.352202155555577,20.726670545314196,20.773743117443264
21.81182778976102,21.121999331897676,21.209526138380184
20.359422403529067,20.367082931929943,20.739744469671738
21.46520318167579,21.50645361528151,21.93635706750245
20.030118656386467,20.37192716938505,20.365961627902205
20.069339369539748,20.169836772115772,19.951190822299683
22.22511853870057,21.631726585985238,21.442885136037912
20.468373587317625,20.717033839546428,20.739225940719948
20.708152199136364,20.52511895390218,21.042273153604807
21.46520318167579,21.529968763801968,21.401423012863038
21.059738073567623,21.552359249472104,21.24376455184042
19.90228528487658,20.2728574540824,20.107127714349744
20.616793592435894,20.84557226993783,20.86647379016584
20.09777730486028,20.39999976703832,20.38483028713642
22.50665705650395,22.075424639876655,21.94711521142256
20.15233628911072,19.891759789614795,19.924831205291692
19.92475814072864,20.051630849685367,20.071408071325706
19.62964108978934,19.579789920751885,19.83863522370834
21.282881624881835,21.267611346973624,21.034527561012588
22.28141045499296,22.262383582195756,22.138309073385365
21.02337042939675,21.151856679229663,21.131613961218136
21.31105250184853,21.727928912586687,21.872200054317098
22.50665705650395,22.140375855413456,22.64505369134365
20.33022324883681,19.942987541874185,20.004651585688165
20.671972542558866,21.132193307400772,21.018107303934965
21.2240411248589,21.805243922865316,21.829797501511788
19.824323743406868,19.908558247374437,20.096278870989412
21.78797657393884,21.814116348517864,21.84309224018036
22.50665705650395,22.23863339673143,22.510355238594787
20.617905321288585,20.79156367983363,20.90300885026942
20.401682212818947,20.34964287994482,20.487165663033398
21.193269466192145,21.186400998305043,21.036678706798305
20.42620660268204,19.935947313928278,20.247058309455646
20.818576016750736,20.9205650955458,20.846438876941512
21.94704126856853,22.046628285687955,21.934507309224713
22.1095601980663,21.094268496227883,21.02625605805442
20.468373587317625,20.517601029752498,20.678682792802938
21.716517609956693,21.965376358035584,22.511175969331667
20.818576016750736,20.363679552700464,20.553432114296065
21.78797657393884,21.632631022329555,21.93545838477156
22.291881754860256,21.814035164755346,21.53469433955215
19.83166771766263,19.93013826780414,19.984277607004515
22.50665705650395,21.497056229477455,21.573049694922343
19.568083196789907,19.76424185258505,19.97471875408027
21.78797657393884,21.444148493694975,21.4855338754139
20.560746907448635,20.760315699201257,20.708756073647322
21.59873457430032,21.552030833597694,21.172452691432945
19.69324633974391,20.03244590355295,20.072729474107543
19.92475814072864,20.013186995947812,20.07766494390388
21.59873457430032,21.810780321751864,21.80044701548718
21.31105250184853,20.977100997639113,20.93420598978354
21.75288525412757,21.84986441009569,21.521968791690473
20.617905321288585,20.853704307558374,20.947689995450155
22.50665705650395,22.444751805349274,22.46729755959517
20.40855509210671,20.27408892710399,20.504344156281487
19.568083196789907,19.579789920751885,19.83863522370834
20.43558376449463,20.496953631281194,20.450393760018684
20.468373587317625,20.8626648843693,20.813035418959064
20.363729660726648,20.497269998624574,20.621550092446427
19.935807976915225,19.90640835558436,19.993766462295127
